Player,Position,Year_Recruited,Stars,Team,Team_Played_For,Year_Played,TD
Peyton Bender,PRO,2014,3,Kansas,KAN,2014,13
Peyton Bender,PRO,2016,3,Kansas,KAN,2015,10
Peyton Bender,PRO,2016,3,Kansas,KAN,2015,13
Tre Watson,RB,2014,3,Maryland,MD,2014,1
Tre Watson,RB,2014,3,Texas,TEX,2014,3
Tre Watson,RB,2014,3,Texas,TEX,2014,0
Tre Watson,OLB,2014,3,Maryland,MD,2014,1
Tre Watson,OLB,2014,3,Texas,TEX,2014,3
Tre Watson,OLB,2014,3,Texas,TEX,2014,0
Tre Watson,TE,2020,3,Maryland,MD,2020,1
Tre Watson,TE,2020,3,Texas,TEX,2020,3
Tre Watson,TE,2020,3,Texas,TEX,2020,0
Dalvin Warmack,RB,2014,3,Kansas State,KSST,2014,0
Mike Warren,RB,2014,3,Iowa State,IAST,2014,5
Marcus Green,CB,2014,3,Louisiana Monroe,ULM,2014,7
Marcus Green,CB,2014,3,Louisiana Monroe,ULM,2014,5
Marcus Green,WR,2014,2,Louisiana Monroe,ULM,2014,7
Marcus Green,WR,2014,2,Louisiana Monroe,ULM,2014,5
Marcus Green,CB,2016,3,Louisiana Monroe,ULM,2015,7
Marcus Green,CB,2016,3,Louisiana Monroe,ULM,2015,5
Steve Ishmael,WR,2014,3,Syracuse,SYR,2014,7
DJ Williams,DT,2014,3,Utah State,USU,2014,0
DJ Williams,RB,2019,4,Utah State,USU,2019,0
Dorian Baker,WR,2014,3,Kentucky,KY,2014,3
Amani Oruwariye,CB,2014,3,Penn State,PSU,2014,0
Grayson Muehlstein,PRO,2014,3,TCU,TCU,2014,0
Tyre McCants,WR,2014,3,South Florida,USF,2014,3
Carson Meier,TE,2014,3,Oklahoma,OKLA,2014,0
Marlon Mack,ATH,2014,3,South Florida,USF,2014,9
Marlon Mack,ATH,2014,3,South Florida,USF,2014,8
Marlon Mack,ATH,2014,3,South Florida,USF,2014,15
Marlon Mack,ATH,2014,3,South Florida,USF,2014,0
Tyre Brady,WR,2014,3,Marshall,MRSH,2014,8
Tyre Brady,WR,2014,3,Marshall,MRSH,2014,9
Dakota Allen,ILB,2014,3,Texas Tech,TTU,2014,0
Dakota Allen,ILB,2016,3,Texas Tech,TTU,2015,0
Deatrick Nichols,CB,2014,3,South Florida,USF,2014,1
Deatrick Nichols,CB,2014,3,South Florida,USF,2014,0
Qadree Ollison,RB,2014,3,Pittsburgh,PITT,2014,11
Dominick Sanders,S,2014,3,Georgia,UGA,2014,1
Dominick Sanders,S,2014,3,Georgia,UGA,2014,0
Deebo Samuel,WR,2014,3,South Carolina,SCAR,2014,1
Deebo Samuel,WR,2014,3,South Carolina,SCAR,2014,11
Lance Austin,ATH,2014,3,Georgia Tech,GT,2014,1
Demarcus Felton,APB,2014,3,Texas Tech,TTU,2014,6
Demarcus Felton,APB,2014,3,Texas Tech,TTU,2014,0
Ish Witter,RB,2014,3,Missouri,MIZZ,2014,6
Shaun Wilson,RB,2014,3,Duke,DUKE,2014,6
D'Cota Dixon,S,2014,3,Wisconsin,WISC,2014,0
Dante Pettis,WR,2014,3,Washington,WASH,2014,7
Dante Pettis,WR,2014,3,Washington,WASH,2014,0
Lawrence Austin,CB,2014,3,Georgia Tech,GT,2014,0
Cameron Batson,WR,2014,3,Texas Tech,TTU,2014,8
Cameron Batson,WR,2014,3,Texas Tech,TTU,2014,5
Airius Moore,ILB,2014,3,NC State,NCST,2014,0
Jordan Ellis,RB,2014,3,Virginia,UVA,2014,6
Malik Rosier,DUAL,2014,3,Miami,MIA,2014,26
John Wolford,PRO,2014,3,Wake Forest,WF,2014,12
John Wolford,PRO,2014,3,Wake Forest,WF,2014,9
John Wolford,PRO,2014,3,Wake Forest,WF,2014,29
Rashaad Penny,RB,2014,3,San Diego State,SDSU,2014,11
Rashaad Penny,RB,2014,3,San Diego State,SDSU,2014,23
Rashaad Penny,RB,2014,3,San Diego State,SDSU,2014,0
Mike Dudek,WR,2014,3,Illinois,ILL,2014,6
Simmie Cobbs Jr.,WR,2014,3,Indiana,IND,2014,4
Simmie Cobbs Jr.,WR,2014,3,Indiana,IND,2014,8
Delvon Randall,S,2014,3,Temple,TEM,2014,0
Delvon Randall,S,2014,3,Temple,TEM,2014,1
Delvon Randall,S,2015,3,Temple,TEM,2015,0
Delvon Randall,S,2015,3,Temple,TEM,2015,1
Marcus McMaryion,PRO,2014,3,Fresno State,FRES,2014,14
Marcus McMaryion,PRO,2014,3,Fresno State,FRES,2014,25
Ray Lawry,RB,2014,3,Old Dominion,ODU,2014,16
Ray Lawry,RB,2014,3,Old Dominion,ODU,2014,11
Ray Lawry,RB,2014,3,Old Dominion,ODU,2014,0
Mazzi Wilkins,CB,2014,3,South Florida,USF,2014,0
Jauan Wesley,WR,2014,3,Northern Illinois,NIU,2014,2
Andre Chachere,CB,2014,3,San Jose State,SJSU,2014,0
D'Onta Foreman,RB,2014,3,Texas,TEX,2014,15
D'Onta Foreman,RB,2014,3,Texas,TEX,2014,0
Nick Orr,S,2014,3,TCU,TCU,2014,0
Ryan Nall,OLB,2014,3,Oregon State,ORST,2014,13
Ryan Nall,OLB,2014,3,Oregon State,ORST,2014,8
Ryan Nall,OLB,2014,3,Oregon State,ORST,2014,0
Zach Brown,OLB,2014,3,North Carolina,UNC,2014,0
Sidney Jones,ATH,2014,3,Washington,WASH,2014,1
Sidney Jones,ATH,2014,3,Washington,WASH,2014,0
Terrell Edmunds,CB,2014,3,Virginia Tech,VT,2014,0
Cole Hedlund,K,2014,3,Arkansas,ARK,2014,0
Marcelias Sutton,APB,2014,3,Oklahoma,OKLA,2014,2
Marcelias Sutton,APB,2014,3,Oklahoma,OKLA,2014,0
Marcelias Sutton,ATH,2016,3,Oklahoma,OKLA,2015,2
Marcelias Sutton,ATH,2016,3,Oklahoma,OKLA,2015,0
Rodney Smith,RB,2014,3,Minnesota,MINN,2014,16
Rodney Smith,RB,2014,3,Minnesota,MINN,2014,3
Rodney Smith,RB,2014,3,Minnesota,MINN,2014,0
Michael Smith,OG,2014,3,Utah State,USU,2014,9
Michael Smith,RB,2015,2,Utah State,USU,2015,9
Michael Smith,WR,2016,3,Utah State,USU,2015,9
Saquan Hampton,CB,2014,3,Rutgers,RUT,2014,0
Gary Wunderlich,K,2014,3,Ole Miss,MISS,2014,0
Keion Davis,ATH,2014,3,Marshall,MRSH,2014,6
Courtland Sutton,S,2014,3,SMU,SMU,2014,10
Courtland Sutton,S,2014,3,SMU,SMU,2014,12
Deron Thompson,APB,2014,3,Kansas,KAN,2014,1
Aaron Medley,K,2014,3,Tennessee,TENN,2014,0
Xavier Jones,WDE,2014,3,SMU,SMU,2014,9
Xavier Jones,APB,2015,3,SMU,SMU,2015,9
Sean Nuernberger,K,2014,3,Ohio State,OSU,2014,0
Rafael Gaglianone,K,2014,3,Wisconsin,WISC,2014,0
Chris Matthews,WDE,2014,3,Kentucky,KY,2014,9
Devine Redding,RB,2014,3,Indiana,IND,2014,9
Devine Redding,RB,2014,3,Indiana,IND,2014,7
Nacarius Fant,WR,2014,3,Western Kentucky,WKU,2014,4
Greg Stroman,ATH,2014,3,Virginia Tech,VT,2014,0
Drew Brown,K,2014,3,Nebraska,NEB,2014,0
Hayden Moore,PRO,2014,3,Cincinnati,CINN,2014,9
Hayden Moore,PRO,2014,3,Cincinnati,CINN,2014,20
Tristan Vizcaino,K,2014,3,Washington,WASH,2014,0
Devin Abraham,CB,2014,3,South Florida,USF,2014,0
Nate Hall,ATH,2014,3,Northwestern,NW,2014,0
Derrick Tindal,CB,2014,3,Wisconsin,WISC,2014,0
Mayomi Olootu,CB,2014,3,Northern Illinois,NIU,2014,0
Ervin Philips,APB,2014,3,Syracuse,SYR,2014,6
Ervin Philips,APB,2014,3,Syracuse,SYR,2014,4
Richie James,ATH,2014,3,Middle Tennessee,MTSU,2014,8
Richie James,ATH,2014,3,Middle Tennessee,MTSU,2014,12
Richie James,ATH,2014,3,Middle Tennessee,MTSU,2014,0
Justin Brown,OG,2014,3,Oklahoma,OKLA,2014,5
Justin Brown,DT,2015,3,Oklahoma,OKLA,2015,5
Justin Brown,CB,2015,2,Oklahoma,OKLA,2015,5
Justin Brown,RB,2016,3,Oklahoma,OKLA,2015,5
Justin Brown,WR,2016,2,Oklahoma,OKLA,2015,5
Justin Brown,RB,2020,3,Oklahoma,OKLA,2020,5
Jaylen Samuels,FB,2014,3,NC State,NCST,2014,7
Jaylen Samuels,FB,2014,3,NC State,NCST,2014,4
Jaylen Samuels,FB,2014,3,NC State,NCST,2014,0
Ito Smith,RB,2014,3,Southern Mississippi,USM,2014,10
Ito Smith,RB,2014,3,Southern Mississippi,USM,2014,17
Ito Smith,RB,2014,3,Southern Mississippi,USM,2014,13
Ito Smith,RB,2014,3,Southern Mississippi,USM,2014,0
Wyatt Demps,WR,2014,3,Nevada,NEV,2014,11
Kent Myers,DUAL,2014,3,Utah State,USU,2014,16
Kent Myers,DUAL,2014,3,Utah State,USU,2014,10
Tre'Quan Smith,WR,2014,3,Central Florida,UCF,2014,5
Tre'Quan Smith,WR,2014,3,Central Florida,UCF,2014,13
Tre'Quan Smith,WR,2014,3,Central Florida,UCF,2014,0
Robert Spillane,ATH,2014,3,Western Michigan,WMU,2014,0
Christian Chapman,PRO,2014,3,San Diego State,SDSU,2014,20
Christian Chapman,PRO,2014,3,San Diego State,SDSU,2014,13
Willie Wright,OG,2014,3,Florida Atlantic,FAU,2014,6
Willie Wright,WR,2016,3,Florida Atlantic,FAU,2015,6
Michael Gallup,WR,2014,3,Colorado State,CSU,2014,14
Michael Gallup,WR,2014,3,Colorado State,CSU,2014,7
Michael Gallup,WR,2015,3,Colorado State,CSU,2015,14
Michael Gallup,WR,2015,3,Colorado State,CSU,2015,7
Nick Fitzgerald,DUAL,2014,3,Mississippi State,MSST,2014,21
Nick Fitzgerald,DUAL,2014,3,Mississippi State,MSST,2014,15
Nick Fitzgerald,DUAL,2014,3,Mississippi State,MSST,2014,16
Nick Fitzgerald,DUAL,2014,3,Mississippi State,MSST,2014,14
Nick Fitzgerald,DUAL,2014,3,Mississippi State,MSST,2014,0
Jamauri Bogan,APB,2014,3,Western Michigan,WMU,2014,16
Jamauri Bogan,APB,2014,3,Western Michigan,WMU,2014,8
Jamauri Bogan,APB,2014,3,Western Michigan,WMU,2014,0
Clint Stephens,WR,2014,3,Bowling Green,BGSU,2014,0
Clint Stephens,ATH,2021,4,Bowling Green,BGSU,2020,0
James Butler,RB,2014,3,Nevada,NEV,2014,10
James Butler,RB,2014,3,Nevada,NEV,2014,12
James Butler,RB,2014,3,Nevada,NEV,2014,0
Trumaine Washington,CB,2014,3,Louisville,LOU,2014,1
Korey Robertson,WR,2014,3,Southern Mississippi,USM,2014,12
Jarvion Franklin,RB,2014,3,Western Michigan,WMU,2014,24
Jarvion Franklin,RB,2014,3,Western Michigan,WMU,2014,12
Jarvion Franklin,RB,2014,3,Western Michigan,WMU,2014,11
Jarvion Franklin,RB,2014,3,Western Michigan,WMU,2014,0
Sean Modster,WR,2014,3,Boise State,BSU,2014,8
Jeremy McNichols,WR,2014,3,Boise State,BSU,2014,20
Jeremy McNichols,WR,2014,3,Boise State,BSU,2014,23
Jeremy McNichols,WR,2014,3,Boise State,BSU,2014,0
Frank Nutile,PRO,2014,3,Temple,TEM,2014,12
Dontrell Hilliard,ATH,2014,3,Tulane,TULN,2014,12
Dontrell Hilliard,ATH,2014,3,Tulane,TULN,2014,0
Alex McGough,PRO,2014,3,Florida International,FIU,2014,21
Alex McGough,PRO,2014,3,Florida International,FIU,2014,13
Alex McGough,PRO,2014,3,Florida International,FIU,2014,17
Josh Pollack,K,2014,3,Arizona,ARIZ,2014,0
Sean Chandler,CB,2014,3,Temple,TEM,2014,2
Jason Driskel,DUAL,2014,3,Florida Atlantic,FAU,2014,9
Jason Driskel,DUAL,2014,3,Florida Atlantic,FAU,2014,15
John Lovett,PRO,2014,3,Baylor,BAY,2014,6
John Lovett,PRO,2014,3,Baylor,BAY,2014,0
John Lovett,ATH,2016,3,Baylor,BAY,2015,6
John Lovett,ATH,2016,3,Baylor,BAY,2015,0
Josh Jackson,CB,2014,3,Virginia Tech,VT,2014,20
Josh Jackson,DUAL,2015,3,Virginia Tech,VT,2015,20
Josh Jackson,WR,2020,3,Virginia Tech,VT,2020,20
Garrett Davis,CB,2014,3,Houston,HOU,2014,0
Amari Coleman,CB,2014,3,Central Michigan,CMU,2014,2
Nick Smith,PRO,2014,3,Marshall,MRSH,2014,0
Nick Smith,OLB,2016,3,Marshall,MRSH,2015,0
Terry Swanson,RB,2014,2,Toledo,TOL,2014,7
Terry Swanson,RB,2014,2,Toledo,TOL,2014,14
Terry Swanson,RB,2014,2,Toledo,TOL,2014,0
Alex Gardner,RB,2014,2,Florida International,FIU,2014,1
Alex Gardner,RB,2014,2,Florida International,FIU,2014,6
Dominique Brown,CB,2014,2,Louisville,LOU,2014,8
Dominique Brown,APB,2014,2,Louisville,LOU,2014,8
Kameron Kelly,DUAL,2014,2,San Diego State,SDSU,2014,0
Aaron Duckworth,RB,2014,2,Idaho,IDHO,2014,4
Steven Dunbar,WR,2014,2,Houston,HOU,2014,3
Tyrone Owens,APB,2014,2,New Mexico,UNM,2014,7
Garrett Smith,PRO,2014,2,Louisiana Monroe,ULM,2014,17
Jordan Wyatt,S,2014,2,SMU,SMU,2014,2
Jaden Wright,CB,2014,2,New Mexico State,NMST,2014,1
Jaden Wright,CB,2014,2,New Mexico State,NMST,2014,0
Logan Marchi,PRO,2014,2,Temple,TEM,2014,9
Isaiah Lewis,WR,2014,2,Michigan State,MSU,2014,2
Isaiah Lewis,S,2016,3,Michigan State,MSU,2015,2
Nate Gaines,S,2014,2,UT San Antonio,UTSA,2014,0
D'Angelo Brewer,APB,2014,2,Tulsa,TULS,2014,6
D'Angelo Brewer,APB,2014,2,Tulsa,TULS,2014,7
D'Angelo Brewer,APB,2014,2,Tulsa,TULS,2014,9
T.J. Edwards,ATH,2014,2,Wisconsin,WISC,2014,0
T.J. Edwards,ATH,2014,2,Wisconsin,WISC,2014,1
Trevon Mathis,S,2014,2,Toledo,TOL,2014,0
Howard Wilson,S,2014,2,Houston,HOU,2014,1
Alex Thomas,WR,2014,2,Cincinnati,CINN,2014,0
Robert Johnson,RB,2014,2,Utah,UTAH,2014,1
Robert Johnson,S,2020,3,Utah,UTAH,2020,1
Brandon Williams,S,2014,2,Buffalo,BUFF,2014,0
Brandon Williams,OLB,2020,3,Buffalo,BUFF,2020,0
Brandon Williams,TE,2020,3,Buffalo,BUFF,2020,0
Bryan Anderson,S,2014,2,Central Michigan,CMU,2014,7
Jarred Craft,RB,2014,2,Louisiana Tech,LT,2014,9
Alex Briones,ATH,2014,2,Central Michigan,CMU,2014,0
Ryan Williamson,S,2014,2,Buffalo,BUFF,2014,0
Jake Luton,PRO,2014,2,Oregon State,ORST,2014,10
Jake Luton,PRO,2016,3,Oregon State,ORST,2015,10
Gus Ragland,DUAL,2014,2,Miami (OH),MIOH,2014,19
Gus Ragland,DUAL,2014,2,Miami (OH),MIOH,2014,17
John Baron II,K,2014,2,San Diego State,SDSU,2014,0
Quay Johnson,WR,2014,2,East Carolina,ECU,2014,3
Nick Johnson,CB,2014,2,Bowling Green,BGSU,2014,0
Nick Johnson,WDE,2014,2,Bowling Green,BGSU,2014,0
Isaiah Harper,RB,2014,2,Old Dominion,ODU,2014,1
Jawuan Johnson,S,2014,2,Northern Illinois,NIU,2014,2
Derius Davis,WR,2014,2,TCU,TCU,2014,0
Derius Davis,CB,2018,3,TCU,TCU,2018,0
Anthoula Kelly,ATH,2014,2,Fresno State,FRES,2014,2
Jeffery Wilson,RB,2014,2,North Texas,UNT,2014,1
Jeffery Wilson,RB,2014,2,North Texas,UNT,2014,14
Jeffery Wilson,RB,2014,2,North Texas,UNT,2014,16
Jeffery Wilson,RB,2014,2,North Texas,UNT,2014,0
Jonathan Duhart,WR,2014,2,Old Dominion,ODU,2014,9
Devan Stringer,OLB,2014,2,Appalachian State,APST,2014,12
Robert Taylor,CB,2014,2,Washington State,WSU,2014,0
Robert Taylor,CB,2015,3,Washington State,WSU,2015,0
Emmit Carpenter,K,2014,2,Minnesota,MINN,2014,0
Jonathan Banks,DUAL,2014,2,Tulane,TULN,2014,12
Jonathan Banks,DUAL,2016,2,Tulane,TULN,2015,12
Derrick Coleman,WDE,2014,2,UCLA,UCLA,2014,11
Anthony Holmes,WR,2014,2,Akron,AKR,2014,0
Anthony Holmes,DL,2021,3,Akron,AKR,2020,0
Adam Mitcheson,P,2014,2,Buffalo,BUFF,2014,0
Emanuel Thompson,ATH,2014,2,Troy,TROY,2014,6
Larry Rose III,RB,2014,2,New Mexico State,NMST,2014,2
Larry Rose III,RB,2014,2,New Mexico State,NMST,2014,9
Larry Rose III,RB,2014,2,New Mexico State,NMST,2014,14
Larry Rose III,RB,2014,2,New Mexico State,NMST,2014,4
Larry Rose III,RB,2014,2,New Mexico State,NMST,2014,10
Larry Rose III,RB,2014,2,New Mexico State,NMST,2014,0
Tyler King,DT,2014,2,Marshall,MRSH,2014,7
Tyler King,RB,2015,2,Marshall,MRSH,2015,7
Tyler King,ILB,2019,3,Marshall,MRSH,2019,7
Tyler King,WR,2021,3,Marshall,MRSH,2020,7
Zach Abey,ATH,2014,2,Navy,NAVY,2014,19
Zach Abey,ATH,2014,2,Navy,NAVY,2014,0
Ryan Yurachek,TE,2014,2,Marshall,MRSH,2014,10
Tyler Johnson,PRO,2014,2,Minnesota,MINN,2014,12
Tyler Johnson,ATH,2015,3,Minnesota,MINN,2015,12
Tyler Johnson,OT,2015,2,Minnesota,MINN,2015,12
Tyler Johnson,SDE,2015,2,Minnesota,MINN,2015,12
Tyler Johnson,WDE,2016,4,Minnesota,MINN,2015,12
Tyler Johnson,OT,2019,4,Minnesota,MINN,2019,12
Tyler Johnson,OLB,2020,3,Minnesota,MINN,2020,12
Tyler Johnson,WR,2021,3,Minnesota,MINN,2020,12
Aaron Wade,ATH,2014,2,Utah State,USU,2014,1
KeeSean Johnson,WR,2014,2,Fresno State,FRES,2014,6
KeeSean Johnson,WR,2014,2,Fresno State,FRES,2014,8
Justin Hobbs,WR,2014,2,Tulsa,TULS,2014,3
Brian Hill,RB,2014,2,Wyoming,WYO,2014,7
Brian Hill,RB,2014,2,Wyoming,WYO,2014,6
Brian Hill,RB,2014,2,Wyoming,WYO,2014,22
Brian Hill,RB,2014,2,Wyoming,WYO,2014,0
Jeremy Reaves,CB,2014,2,South Alabama,USA,2014,0
Juwan Foggie,WR,2014,2,Charlotte,CHAR,2014,2
Ross Comis,DUAL,2014,2,UMass,MASS,2014,14
Tim Hough,WR,2014,2,UNLV,UNLV,2014,0
Dallas Davis,DUAL,2014,2,South Alabama,USA,2014,11
Tyler Bray,FB,2014,2,Tennessee,TENN,2014,18
Tyler Bray,FB,2014,2,Tennessee,TENN,2014,17
Tyler Bray,FB,2014,2,Tennessee,TENN,2014,34
Cody Thompson,WR,2014,2,Toledo,TOL,2014,11
Chandon Sullivan,WR,2014,2,Georgia State,GAST,2014,0
Ian Eriksen,RB,2014,2,Eastern Michigan,EMU,2014,8
Eric Boggs,ILB,2014,2,Appalachian State,APST,2014,0
Jerome Smith,CB,2014,2,Syracuse,SYR,2014,12
Jerome Smith,CB,2014,2,Syracuse,SYR,2014,3
Anthony Amos,WR,2014,2,Middle Tennessee,MTSU,2014,9
Jalen Davis,CB,2014,2,Utah State,USU,2014,0
Jalen Davis,CB,2014,2,Utah State,USU,2014,3
Latrell Gibbs,CB,2014,2,Appalachian State,APST,2014,2
Kishawn McClain,ATH,2014,2,North Texas,UNT,2014,0
Thomas Owens,ATH,2014,2,Florida International,FIU,2014,6
Trevor Moore,K,2014,2,North Texas,UNT,2014,0
Kelton Moore,ATH,2014,2,Nevada,NEV,2014,4
Papi White,RB,2014,2,Ohio,OHIO,2014,9
Jordan George,WR,2014,2,Akron,AKR,2014,0
Tyler Smith,DT,2014,1,Rice,RICE,2014,5
Tyler Smith,WR,2016,3,Rice,RICE,2015,5
Tyler Smith,WR,2019,3,Rice,RICE,2019,5
Tyler Smith,OG,2019,3,Rice,RICE,2019,5
Kwadra Griggs,PRO,2014,1,Southern Mississippi,USM,2014,16
Kwadra Griggs,PRO,2015,3,Southern Mississippi,USM,2015,16
Allenzae Staggers,ATH,2014,1,Southern Mississippi,USM,2014,7
Allenzae Staggers,WR,2015,2,Southern Mississippi,USM,2015,7
Wyatt Bryan,K,2014,1,Colorado State,CSU,2014,0
Malcolm Brown,S,2014,1,Texas,TEX,2014,9
Malcolm Brown,S,2014,1,Texas,TEX,2014,5
Christian Hagan,K,2014,1,Northern Illinois,NIU,2014,0
Hunter Sharp,WR,2014,1,Utah State,USU,2014,7
Hunter Sharp,WR,2014,1,Utah State,USU,2014,9
Jalin Moore,RB,2014,1,Appalachian State,APST,2014,10
Jalin Moore,RB,2014,1,Appalachian State,APST,2014,12
Kweishi Brown,CB,2014,3,Arizona State,AZST,2014,0
Joseph Turner,CB,2014,3,TCU,TCU,2014,11
Geronimo Allison,WR,2014,3,Illinois,ILL,2014,3
Skyler Howard,DUAL,2014,3,West Virginia,WVU,2014,26
James Sample,S,2014,3,Louisville,LOU,2014,0
Anthony Smithson,CB,2014,3,Kansas,KAN,2014,0
Jared Dangerfield,WR,2014,3,Western Kentucky,WKU,2014,11
Jared Dangerfield,WR,2014,3,Western Kentucky,WKU,2014,8
Nick Arbuckle,PRO,2014,3,Georgia State,GAST,2014,23
Nick Arbuckle,PRO,2014,3,Georgia State,GAST,2014,28
A.J. Stamps,S,2014,3,Kentucky,KY,2014,0
Blake Decker,PRO,2014,2,UNLV,UNLV,2014,15
Blake Decker,PRO,2014,2,UNLV,UNLV,2014,12
Donny Hageman,K,2014,2,San Diego State,SDSU,2014,0
Teddy Ruben,WR,2014,2,Troy,TROY,2014,9
Jarvis Williams,WDE,2014,2,NC State,NCST,2014,5
Cody Clements,PRO,2014,2,UAB,UAB,2014,13
Cody Clements,PRO,2014,2,South Alabama,USA,2014,13
Kris Givens,CB,2014,2,Akron,AKR,2014,0
Tim White,WR,2014,2,Arizona State,AZST,2014,8
Tim White,WR,2014,2,Arizona State,AZST,2014,2
Tim White,OLB,2016,2,Arizona State,AZST,2015,8
Tim White,OLB,2016,2,Arizona State,AZST,2015,2
Aaron Williams,RB,2014,2,Nebraska,NEB,2014,0
Aaron Williams,RB,2014,2,Texas,TEX,2014,0
Aaron Williams,S,2015,3,Nebraska,NEB,2015,0
Aaron Williams,S,2015,3,Texas,TEX,2015,0
Tyler Rogers,PRO,2014,2,New Mexico State,NMST,2014,19
Tyler Rogers,PRO,2014,2,New Mexico State,NMST,2014,16
Tyler Rogers,PRO,2014,2,New Mexico State,NMST,2014,27
Tyler Rogers,RB,2016,2,New Mexico State,NMST,2015,19
Tyler Rogers,RB,2016,2,New Mexico State,NMST,2015,16
Tyler Rogers,RB,2016,2,New Mexico State,NMST,2015,27
Tyler Rogers,OG,2016,2,New Mexico State,NMST,2015,19
Tyler Rogers,OG,2016,2,New Mexico State,NMST,2015,16
Tyler Rogers,OG,2016,2,New Mexico State,NMST,2015,27
Bobby Baker,S,2014,2,Georgia State,GAST,2014,0
Jalen Rogers,CB,2014,2,Hawaii,HAW,2014,0
Jalen Rogers,WR,2021,3,Hawaii,HAW,2020,0
Elijhaa Penny,RB,2014,2,Idaho,IDHO,2014,10
Michael Badgley,K,2014,2,Miami,MIA,2014,0
Marcus Milton,CB,2014,2,Bowling Green,BGSU,2014,0
Iman Marshall,CB,2015,5,USC,USC,2015,0
Josh Rosen,PRO,2015,5,UCLA,UCLA,2015,23
Josh Rosen,PRO,2015,5,UCLA,UCLA,2015,10
Josh Rosen,PRO,2015,5,UCLA,UCLA,2015,26
Calvin Ridley,WR,2015,5,Alabama,ALA,2015,7
Calvin Ridley,WR,2015,5,Alabama,ALA,2015,5
Tarvarus McFadden,CB,2015,5,Florida State,FSU,2015,0
Deon Cain,WR,2015,5,Clemson,CLEM,2015,6
Blake Barnett,PRO,2015,5,South Florida,USF,2015,12
Blake Barnett,PRO,2016,4,South Florida,USF,2015,12
Tyron Johnson,WR,2015,5,Oklahoma State,OKST,2015,1
Tyron Johnson,WR,2015,5,Oklahoma State,OKST,2015,0
Minkah Fitzpatrick,CB,2015,5,Alabama,ALA,2015,2
Damien Harris,RB,2015,5,Alabama,ALA,2015,2
Damien Harris,RB,2015,5,Alabama,ALA,2015,11
Kyler Murray,DUAL,2015,5,Oklahoma,OKLA,2015,42
Kyler Murray,DUAL,2015,5,Oklahoma,OKLA,2015,12
Kyler Murray,DUAL,2015,5,Oklahoma,OKLA,2015,0
Jarrett Stidham,DUAL,2015,4,Auburn,AUB,2015,18
Jarrett Stidham,DUAL,2016,4,Auburn,AUB,2015,18
Ronald Jones II,RB,2015,4,USC,USC,2015,8
Ronald Jones II,RB,2015,4,USC,USC,2015,12
Ronald Jones II,RB,2015,4,USC,USC,2015,19
Ronald Jones II,RB,2015,4,USC,USC,2015,0
Kerryon Johnson,ATH,2015,4,Auburn,AUB,2015,11
Kerryon Johnson,ATH,2015,4,Auburn,AUB,2015,18
Kerryon Johnson,ATH,2015,4,Auburn,AUB,2015,0
Derrius Guice,RB,2015,4,LSU,LSU,2015,15
Derrius Guice,RB,2015,4,LSU,LSU,2015,11
Derrius Guice,RB,2015,4,LSU,LSU,2015,0
Brandon Wimbush,DUAL,2015,4,Notre Dame,ND,2015,16
Brandon Wimbush,DUAL,2015,4,Notre Dame,ND,2015,14
Brandon Wimbush,DUAL,2015,4,Notre Dame,ND,2015,0
Preston Williams,WR,2015,4,Colorado State,CSU,2015,14
Deondre Francois,PRO,2015,4,Florida State,FSU,2015,20
Deondre Francois,PRO,2015,4,Florida State,FSU,2015,15
Brady White,PRO,2015,4,Memphis,MEM,2015,26
Jake Browning,PRO,2015,4,Washington,WASH,2015,16
Jake Browning,PRO,2015,4,Washington,WASH,2015,43
Jake Browning,PRO,2015,4,Washington,WASH,2015,19
Mike Weber,RB,2015,4,Ohio State,OSU,2015,9
Mark Walton,RB,2015,4,Miami,MIA,2015,14
Mark Walton,RB,2015,4,Miami,MIA,2015,0
Mark Walton,TE,2016,3,Miami,MIA,2015,14
Mark Walton,TE,2016,3,Miami,MIA,2015,0
Daylon Charlot,WR,2015,4,Kansas,KAN,2015,0
Drew Lock,PRO,2015,4,Missouri,MIZZ,2015,23
Drew Lock,PRO,2015,4,Missouri,MIZZ,2015,44
Drew Lock,PRO,2015,4,Missouri,MIZZ,2015,28
Nyheim Hines,APB,2015,4,NC State,NCST,2015,12
Nyheim Hines,APB,2015,4,NC State,NCST,2015,0
Jordan Scarlett,RB,2015,4,Florida,FLA,2015,6
Saquon Barkley,RB,2015,4,Penn State,PSU,2015,3
Saquon Barkley,RB,2015,4,Penn State,PSU,2015,7
Saquon Barkley,RB,2015,4,Penn State,PSU,2015,18
Saquon Barkley,RB,2015,4,Penn State,PSU,2015,0
Juwan Johnson,WR,2015,4,Penn State,PSU,2015,1
Jack Jones,OT,2015,4,USC,USC,2015,0
Jack Jones,CB,2015,5,USC,USC,2015,0
Sam Darnold,DUAL,2015,4,USC,USC,2015,31
Sam Darnold,DUAL,2015,4,USC,USC,2015,26
Rodney Anderson,APB,2015,4,Oklahoma,OKLA,2015,13
Rodney Anderson,APB,2015,4,Oklahoma,OKLA,2015,3
Rodney Anderson,APB,2015,4,Oklahoma,OKLA,2015,0
K.J. Hill,WR,2015,4,Ohio State,OSU,2015,3
K.J. Hill,WR,2015,4,Ohio State,OSU,2015,6
Jovon Durante,WR,2015,4,Florida Atlantic,FAU,2015,5
Equanimeous St. Brown,WR,2015,4,Notre Dame,ND,2015,9
